Unnamed: 0,StudyID,TimePoint,C_TotalTouches,C_PawDragPercent,GW_FootFault,Group name,Exclude,Comment,RB_HindlimbDrop,RB_Distance,RB_SpeedPercent,RB_SpeedAverage,IncludedInStudy,Strain,StrokeType,Group,StudyID_old,TimePointMerged,Z_C_PawDragPercent,Z_GW_FootFault,Z_RB_HindlimbDrop,DeficitScore,2 Cluster,Slope,3 Cluster,4 Cluster,5 Cluster,6 Cluster,linefit_cluster,cluster ii,cluster co
895,SPsT1c7m1,3,18.0,11.11111111,24.7706422,"SP-T1.2.2 (WT-PT, CTB 488, CTB 568, MRI-4wks)",,,3.67,113.0,39.49,2.68,Ja,C57BL/6J,MOp/MOs (small),Stroke,SP_T1_7_1,3.0,-0.3579935108351451,2.1706427052834947,3.665656922420352,3.077258670105265,0.0,-0.0205928564231261,1.0,1.0,1.0,1.0,PRR,High ii,High co
896,SPsT1c7m1,Baseline,20.0,0.0,1.212121212,"SP-T1.2.2 (WT-PT, CTB 488, CTB 568, MRI-4wks)",,,,120.0,100,6.8,Ja,C57BL/6J,MOp/MOs (small),Stroke,SP_T1_7_1,0.0,-1.1097892940579803,-1.0837150474626227,,0.1544044603887302,0.0,-0.0205928564231261,1.0,1.0,1.0,1.0,PRR,High ii,High co
897,SPsT1c4m2,28,12.0,0.0,11.11111111,"SP-T1.2.2 (WT-PT, CTB 488, CTB 568, MRI-4wks)",,,,120.0,94.32,15.16,Ja,C57BL/6J,MOp/MOs (small),Stroke,SP_T1_4_2,28.0,-1.1097892940579803,0.283724552643049,,0.838124260441566,0.0,-0.063443542273487,0.0,0.0,0.0,0.0,MRR,Medium ii,Medium co
898,SPsT1c4m2,21,20.0,10.0,9.375,"SP-T1.2.2 (WT-PT, CTB 488, CTB 568, MRI-4wks)",,,1.75,120.0,103.41,16.62,Ja,C57BL/6J,MOp/MOs (small),Stroke,SP_T1_4_2,21.0,-0.4331730890897669,0.0438993678050421,1.3455896366420497,1.5699286029348063,0.0,-0.063443542273487,0.0,0.0,0.0,0.0,MRR,Medium ii,Medium co
899,SPsT1c4m2,14,17.0,17.64705882,10.6557377,"SP-T1.2.2 (WT-PT, CTB 488, CTB 568, MRI-4wks)",,,2.0,120.0,95.33,15.32,Ja,C57BL/6J,MOp/MOs (small),Stroke,SP_T1_4_2,14.0,0.0842393027059435,0.2208195855620172,1.6476817311444327,1.9020701709531629,0.0,-0.063443542273487,0.0,0.0,0.0,0.0,MRR,Medium ii,Medium co
900,SPsT1c4m2,7,20.0,30.0,12.30769231,"SP-T1.2.2 (WT-PT, CTB 488, CTB 568, MRI-4wks)",,,2.5,120.0,87.33,14.04,Ja,C57BL/6J,MOp/MOs (small),Stroke,SP_T1_4_2,7.0,0.9200593208466598,0.4490194498479199,2.2518659201491986,2.4581381947636247,0.0,-0.063443542273487,0.0,0.0,0.0,0.0,MRR,Medium ii,Medium co
901,SPsT1c4m2,3,10.0,40.0,12.03703704,"SP-T1.2.2 (WT-PT, CTB 488, CTB 568, MRI-4wks)",,,,120.0,52.35,8.41,Ja,C57BL/6J,MOp/MOs (small),Stroke,SP_T1_4_2,3.0,1.596675525814873,0.4116313185346362,,2.255310053323786,0.0,-0.063443542273487,0.0,0.0,0.0,0.0,MRR,Medium ii,Medium co
902,SPsT1c4m2,Baseline,16.0,6.25,3.797468354,"SP-T1.2.2 (WT-PT, CTB 488, CTB 568, MRI-4wks)",,,0.0,120.0,100,16.07,Ja,C57BL/6J,MOp/MOs (small),Stroke,SP_T1_4_2,0.0,-0.686904165952847,-0.7265769860625301,-0.7690550248746314,0.5236445721856954,0.0,-0.063443542273487,0.0,0.0,0.0,0.0,MRR,Medium ii,Medium co
903,SPsT1c4m3,28,20.0,10.0,11.66666667,"SP-T1.2.2 (WT-PT, CTB 488, CTB 568, MRI-4wks)",,,0.5,120.0,108.35,15.05,Ja,C57BL/6J,MOp/MOs (small),Stroke,SP_T1_4_3,28.0,-0.4331730890897669,0.3604686124542799,-0.1648708358698653,1.171964860313914,0.0,-0.1566373616829216,1.0,1.0,1.0,1.0,MRR,High ii,High co
904,SPsT1c4m3,21,20.0,5.0,2.380952381,"SP-T1.2.2 (WT-PT, CTB 488, CTB 568, MRI-4wks)",,,0.67,120.0,92,12.78,Ja,C57BL/6J,MOp/MOs (small),Stroke,SP_T1_4_3,21.0,-0.7714811915738736,-0.9222535202969744,0.0405517883917551,0.7000956566560007,0.0,-0.1566373616829216,1.0,1.0,1.0,1.0,MRR,High ii,High co
905,SPsT1c4m3,14,20.0,25.0,13.46153846,"SP-T1.2.2 (WT-PT, CTB 488, CTB 568, MRI-4wks)",,,2.0,120.0,66.2,9.19,Ja,C57BL/6J,MOp/MOs (small),Stroke,SP_T1_4_3,14.0,0.5817512183625531,0.6084109568801932,1.6476817311444327,2.197104599944758,0.0,-0.1566373616829216,1.0,1.0,1.0,1.0,MRR,High ii,High co
906,SPsT1c4m3,7,20.0,30.0,19.56521739,"SP-T1.2.2 (WT-PT, CTB 488, CTB 568, MRI-4wks)",,,2.75,120.0,65.37,9.08,Ja,C57BL/6J,MOp/MOs (small),Stroke,SP_T1_4_3,7.0,0.9200593208466598,1.4515689317053753,2.553958014651582,2.8930187202169035,0.0,-0.1566373616829216,1.0,1.0,1.0,1.0,MRR,High ii,High co
907,SPsT1c4m3,3,20.0,30.0,19.04761905,"SP-T1.2.2 (WT-PT, CTB 488, CTB 568, MRI-4wks)",,,4.33,105.0,18.47,2.56,Ja,C57BL/6J,MOp/MOs (small),Stroke,SP_T1_4_3,3.0,0.9200593208466598,1.380068255943704,4.463180051906643,3.505592507381367,0.0,-0.1566373616829216,1.0,1.0,1.0,1.0,MRR,High ii,High co
908,SPsT1c4m3,Baseline,20.0,5.0,2.777777778,"SP-T1.2.2 (WT-PT, CTB 488, CTB 568, MRI-4wks)",,,0.67,120.0,100,13.89,Ja,C57BL/6J,MOp/MOs (small),Stroke,SP_T1_4_3,0.0,-0.7714811915738736,-0.8674363351319417,0.0405517883917551,0.7183680517110116,0.0,-0.1566373616829216,1.0,1.0,1.0,1.0,MRR,High ii,High co
909,SPsV1c6m2,28,19.0,10.52631579,11.30434783,SP-V1.3.1 (WT-PT-4wks),,,0.0,120.0,100,28.0,Ja,C57BL/6J,MOp/MOs (small),Stroke,SP_V1_6_2,28.0,-0.3975617098453022,0.3104181391448312,-0.7690550248746314,0.965757099290664,1.0,-0.0233728998013572,0.0,0.0,0.0,5.0,MRR,Medium ii,Medium co
910,SPsV1c6m2,21,18.0,16.66666667,11.50442478,SP-V1.3.1 (WT-PT-4wks),,,0.5,120.0,44.56,12.48,Ja,C57BL/6J,MOp/MOs (small),Stroke,SP_V1_6_2,21.0,0.0179043811145807,0.3380566302754911,-0.1648708358698653,1.3148533563224338,1.0,-0.0233728998013572,0.0,0.0,0.0,5.0,MRR,Medium ii,Medium co
911,SPsV1c6m2,14,14.0,21.42857143,10.44776119,SP-V1.3.1 (WT-PT-4wks),,,1.25,120.0,39.41,11.03,Ja,C57BL/6J,MOp/MOs (small),Stroke,SP_V1_6_2,14.0,0.3401025738277078,0.1920898546908672,0.7414054476372837,1.6756892565343178,1.0,-0.0233728998013572,0.0,0.0,0.0,5.0,MRR,Medium ii,Medium co
912,SPsV1c6m2,7,19.0,15.78947368,14.66666667,SP-V1.3.1 (WT-PT-4wks),,,1.0,120.0,34.42,9.64,Ja,C57BL/6J,MOp/MOs (small),Stroke,SP_V1_6_2,7.0,-0.0414479180772712,0.7748865321195836,0.4393133531349006,1.642073953541436,1.0,-0.0233728998013572,0.0,0.0,0.0,5.0,MRR,Medium ii,Medium co
913,SPsV1c6m2,3,11.0,27.27272727,16.66666667,SP-V1.3.1 (WT-PT-4wks),,,1.0,120.0,54.14,15.16,Ja,C57BL/6J,MOp/MOs (small),Stroke,SP_V1_6_2,3.0,0.73552762839807,1.051165145229786,0.4393133531349006,1.993158673403284,1.0,-0.0233728998013572,0.0,0.0,0.0,5.0,MRR,Medium ii,Medium co
914,SPsV1c6m2,Baseline,20.0,5.0,2.105263158,SP-V1.3.1 (WT-PT-4wks),,,0.0,120.0,100,28.0,Ja,C57BL/6J,MOp/MOs (small),Stroke,SP_V1_6_2,0.0,-0.7714811915738736,-0.9603370383869092,-0.7690550248746314,0.4175322128705602,1.0,-0.0233728998013572,0.0,0.0,0.0,5.0,MRR,Medium ii,Medium co
915,SPsV1c6m1,28,6.0,16.66666667,10.0,SP-V1.3.1 (WT-PT-4wks),,,0.33,120.0,110.75,12.44,Ja,C57BL/6J,MOp/MOs (small),Stroke,SP_V1_6_1,28.0,0.0179043811145807,0.1302364344019803,-0.3702934601314858,1.1771057496107231,0.0,-0.0420502180417863,0.0,0.0,0.0,0.0,PRR,Medium ii,Medium co
916,SPsV1c6m1,21,7.0,14.28571429,14.28571429,SP-V1.3.1 (WT-PT-4wks),,,0.5,120.0,92.29,10.37,Ja,C57BL/6J,MOp/MOs (small),Stroke,SP_V1_6_1,21.0,-0.1431947152419828,0.7222620345158681,-0.1648708358698653,1.3892221256170385,0.0,-0.0420502180417863,0.0,0.0,0.0,0.0,PRR,Medium ii,Medium co
917,SPsV1c6m1,14,9.0,22.22222222,17.94871795,SP-V1.3.1 (WT-PT-4wks),,,0.75,120.0,70.73,7.95,Ja,C57BL/6J,MOp/MOs (small),Stroke,SP_V1_6_1,14.0,0.3938022723876901,1.2282668200170657,0.1372212586325176,1.8375867481614565,0.0,-0.0420502180417863,0.0,0.0,0.0,0.0,PRR,Medium ii,Medium co
918,SPsV1c6m1,7,10.0,30.0,15.0,SP-V1.3.1 (WT-PT-4wks),,,1.0,120.0,82.15,9.23,Ja,C57BL/6J,MOp/MOs (small),Stroke,SP_V1_6_1,7.0,0.9200593208466598,0.8209329671774863,0.4393133531349006,1.9779251782020475,0.0,-0.0420502180417863,0.0,0.0,0.0,0.0,PRR,Medium ii,Medium co
919,SPsV1c6m1,3,4.0,,19.64285714,SP-V1.3.1 (WT-PT-4wks),,,1.67,120.0,66.15,7.43,Ja,C57BL/6J,MOp/MOs (small),Stroke,SP_V1_6_1,3.0,,1.4622940329314866,1.248920166401287,2.6067637308154183,0.0,-0.0420502180417863,0.0,0.0,0.0,0.0,PRR,Medium ii,Medium co
920,SPsV1c6m1,Baseline,10.0,0.0,4.395604396,SP-V1.3.1 (WT-PT-4wks),,,0.0,120.0,100,11.24,Ja,C57BL/6J,MOp/MOs (small),Stroke,SP_V1_6_1,0.0,-1.1097892940579803,-0.6439508879950371,-0.7690550248746314,0.4102248955064821,0.0,-0.0420502180417863,0.0,0.0,0.0,0.0,PRR,Medium ii,Medium co
921,SPsT1c4m1,28,3.0,,8.695652174,"SP-T1.2.2 (WT-PT, CTB 488, CTB 568, MRI-4wks)",,,,120.0,89.14,13.0,Ja,C57BL/6J,MOp/MOs (small),Stroke,SP_T1_4_1,28.0,,-0.0499452697883135,,1.201211361360718,1.0,0.0412661906457378,0.0,0.0,0.0,5.0,PRR,Medium ii,Medium co
922,SPsT1c4m1,21,9.0,22.22222222,7.01754386,"SP-T1.2.2 (WT-PT, CTB 488, CTB 568, MRI-4wks)",,,1.33,120.0,85.33,12.44,Ja,C57BL/6J,MOp/MOs (small),Stroke,SP_T1_4_1,21.0,0.3938022723876901,-0.2817579886086234,0.8380749178780463,1.5678630317014026,1.0,0.0412661906457378,0.0,0.0,0.0,5.0,PRR,Medium ii,Medium co
923,SPsT1c4m1,14,12.0,33.33333333,13.18681319,"SP-T1.2.2 (WT-PT, CTB 488, CTB 568, MRI-4wks)",,,1.67,120.0,86.65,12.64,Ja,C57BL/6J,MOp/MOs (small),Stroke,SP_T1_4_1,14.0,1.1455980556105256,0.5704605985892304,1.248920166401287,2.2394829046827125,1.0,0.0412661906457378,0.0,0.0,0.0,5.0,PRR,Medium ii,Medium co
924,SPsT1c4m1,7,4.0,,2.097902098,"SP-T1.2.2 (WT-PT, CTB 488, CTB 568, MRI-4wks)",,,1.0,120.0,62.48,9.11,Ja,C57BL/6J,MOp/MOs (small),Stroke,SP_T1_4_1,7.0,,-0.9613538901108196,0.4393133531349006,0.9901363626610722,1.0,0.0412661906457378,0.0,0.0,0.0,5.0,PRR,Medium ii,Medium co
925,SPsT1c4m1,3,12.0,33.33333333,2.666666667,"SP-T1.2.2 (WT-PT, CTB 488, CTB 568, MRI-4wks)",,,2.67,107.0,28.46,4.15,Ja,C57BL/6J,MOp/MOs (small),Stroke,SP_T1_4_1,3.0,1.1455980556105256,-0.8827851469560487,2.4572885444108192,2.15785711550413,1.0,0.0412661906457378,0.0,0.0,0.0,5.0,PRR,Medium ii,Medium co
926,SPsT1c4m1,Baseline,19.0,0.0,3.529411765,"SP-T1.2.2 (WT-PT, CTB 488, CTB 568, MRI-4wks)",,,0.25,120.0,100,14.58,Ja,C57BL/6J,MOp/MOs (small),Stroke,SP_T1_4_1,0.0,-1.1097892940579803,-0.7636061373845158,-0.4669629303722484,0.4710371772107834,1.0,0.0412661906457378,0.0,0.0,0.0,5.0,PRR,Medium ii,Medium co
927,SPsT1c5m3,21,0.0,,10.11235955,"SP-T1.2.2 (WT-PT, CTB 488, CTB 568, MRI-4wks)",,,1.0,120.0,∞,20.0,Nein,C57BL/6J,MOp/MOs (small),Stroke,SP_T1_5_3,21.0,,0.1457577047238236,0.4393133531349006,1.5436921600783935,0.0,-0.0837302109884291,1.0,1.0,1.0,1.0,,,
928,SPsT1c5m3,Baseline,,,1.923076923,"SP-T1.2.2 (WT-PT, CTB 488, CTB 568, MRI-4wks)",,,0.0,120.0,∞,12.42,Nein,C57BL/6J,MOp/MOs (small),Stroke,SP_T1_5_3,0.0,,-0.9855041185536938,-0.7690550248746314,0.373877059434869,0.0,-0.0837302109884291,1.0,1.0,1.0,1.0,,,
929,SPsT1c5m3,8,,,9.589041096,"SP-T1.2.2 (WT-PT, CTB 488, CTB 568, MRI-4wks)",,,3.0,114.0,∞,5.2,Nein,C57BL/6J,MOp/MOs (small),Stroke,SP_T1_5_3,7.0,,0.073466856380776,2.8560501091539647,2.715915113916402,0.0,-0.0837302109884291,1.0,1.0,1.0,1.0,,,
930,SPsT1c5m3,14,,,15.625,"SP-T1.2.2 (WT-PT, CTB 488, CTB 568, MRI-4wks)",,,0.5,120.0,∞,16.19,Nein,C57BL/6J,MOp/MOs (small),Stroke,SP_T1_5_3,14.0,,0.9072700337744244,-0.1648708358698653,1.6223562301013112,0.0,-0.0837302109884291,1.0,1.0,1.0,1.0,,,
931,SPsT1c5m3,3,,,,,,,2.25,98.0,∞,10.74,Nein,C57BL/6J,MOp/MOs (small),Stroke,SP_T1_5_3,3.0,,,1.949773825646816,3.2009304567958474,0.0,-0.0837302109884291,1.0,1.0,1.0,1.0,,,
932,SPsT1c5m1,8,,,13.40206186,"SP-T1.2.2 (WT-PT, CTB 488, CTB 568, MRI-4wks)",,,1.0,120.0,∞,17.73,Nein,C57BL/6J,MOp/MOs (small),Stroke,SP_T1_5_1,7.0,,0.6001949005999381,0.4393133531349006,1.7709107580164511,0.0,-0.020829028741746,1.0,3.0,3.0,3.0,,,
933,SPsT1c5m1,Baseline,,,3.076923077,"SP-T1.2.2 (WT-PT, CTB 488, CTB 568, MRI-4wks)",,,0.0,116.0,∞,9.83,Nein,C57BL/6J,MOp/MOs (small),Stroke,SP_T1_5_1,0.0,,-0.8261126109688633,-0.7690550248746314,0.4535728132272842,0.0,-0.020829028741746,1.0,3.0,3.0,3.0,,,
934,SPsT1c5m1,14,,,20.51282051,"SP-T1.2.2 (WT-PT, CTB 488, CTB 568, MRI-4wks)",,,0.25,120.0,∞,14.74,Nein,C57BL/6J,MOp/MOs (small),Stroke,SP_T1_5_1,14.0,,1.5824701695916257,-0.4669629303722484,1.8089102507587205,0.0,-0.020829028741746,1.0,3.0,3.0,3.0,,,
935,SPsT1c5m1,21,,,15.74074074,"SP-T1.2.2 (WT-PT, CTB 488, CTB 568, MRI-4wks)",,,0.25,120.0,∞,23.5,Nein,C57BL/6J,MOp/MOs (small),Stroke,SP_T1_5_1,21.0,,0.9232583793381988,-0.4669629303722484,1.479304355632007,0.0,-0.020829028741746,1.0,3.0,3.0,3.0,,,
936,SPsT1c5m1,3,,,,,,,5.25,120.0,∞,12.76,Nein,C57BL/6J,MOp/MOs (small),Stroke,SP_T1_5_1,3.0,,,5.574878959675413,6.8260355908244446,0.0,-0.020829028741746,1.0,3.0,3.0,3.0,,,
937,SPsT1c1m1,28,20.0,15.0,7.258064516,"SP-T1.2.2 (WT-PT, CTB 488, CTB 568, MRI-4wks)",,,,120.0,93.78,10.05,Ja,C57BL/6J,MOp/MOs (small),Stroke,SP_T1_1_1,28.0,-0.0948649866056602,-0.2485326319766053,,1.0794578218578987,0.0,-0.045626698431457,0.0,0.0,0.0,0.0,MRR,Medium ii,Medium co
938,SPsT1c1m1,21,17.0,23.52941176,10.52631579,"SP-T1.2.2 (WT-PT, CTB 488, CTB 568, MRI-4wks)",,,1.5,120.0,120.92,12.95,Ja,C57BL/6J,MOp/MOs (small),Stroke,SP_T1_1_1,21.0,0.4822488349605845,0.2029413326615806,1.0434975421396668,1.827385867736309,0.0,-0.045626698431457,0.0,0.0,0.0,0.0,MRR,Medium ii,Medium co
939,SPsT1c1m1,14,20.0,40.0,12.06896552,"SP-T1.2.2 (WT-PT, CTB 488, CTB 568, MRI-4wks)",,,2.0,110.0,54.67,5.86,Ja,C57BL/6J,MOp/MOs (small),Stroke,SP_T1_1_1,14.0,1.596675525814873,0.4160418966211948,1.6476817311444327,2.4712896823425314,0.0,-0.045626698431457,0.0,0.0,0.0,0.0,MRR,Medium ii,Medium co
940,SPsT1c1m1,7,27.0,29.62962963,17.03703704,"SP-T1.2.2 (WT-PT, CTB 488, CTB 568, MRI-4wks)",,,2.0,103.0,82.45,8.83,Ja,C57BL/6J,MOp/MOs (small),Stroke,SP_T1_1_1,7.0,0.8949994614284524,1.1023278513101424,1.6476817311444327,2.466159645776708,0.0,-0.045626698431457,0.0,0.0,0.0,0.0,MRR,Medium ii,Medium co
941,SPsT1c1m1,3,20.0,40.0,15.53398058,"SP-T1.2.2 (WT-PT, CTB 488, CTB 568, MRI-4wks)",,,,120.0,62.75,6.72,Ja,C57BL/6J,MOp/MOs (small),Stroke,SP_T1_1_1,3.0,1.596675525814873,0.894696674212577,,2.496842731162757,0.0,-0.045626698431457,0.0,0.0,0.0,0.0,MRR,Medium ii,Medium co
942,SPsT1c1m1,Baseline,20.0,5.0,2.083333333,"SP-T1.2.2 (WT-PT, CTB 488, CTB 568, MRI-4wks)",,,0.0,120.0,100,10.71,Ja,C57BL/6J,MOp/MOs (small),Stroke,SP_T1_1_1,0.0,-0.7714811915738736,-0.9633664092052836,-0.7690550248746314,0.4165224225977687,0.0,-0.045626698431457,0.0,0.0,0.0,0.0,MRR,Medium ii,Medium co
943,SPsT1c1m2,28,20.0,5.0,12.93103448,"SP-T1.2.2 (WT-PT, CTB 488, CTB 568, MRI-4wks)",,,0.33,120.0,111.11,11.11,Ja,C57BL/6J,MOp/MOs (small),Stroke,SP_T1_1_2,28.0,-0.7714811915738736,0.5351275049582719,-0.3702934601314858,1.0489409155666691,0.0,-0.075128818407015,1.0,3.0,3.0,3.0,MRR,High ii,High co
944,SPsT1c1m2,21,12.0,25.0,11.71875,"SP-T1.2.2 (WT-PT, CTB 488, CTB 568, MRI-4wks)",,,0.33,115.0,96.31,9.63,Ja,C57BL/6J,MOp/MOs (small),Stroke,SP_T1_1_2,21.0,0.5817512183625531,0.3676633675435605,-0.3702934601314858,1.444197006407241,0.0,-0.075128818407015,1.0,3.0,3.0,3.0,MRR,High ii,High co
945,SPsT1c1m2,14,17.0,17.64705882,11.65048544,"SP-T1.2.2 (WT-PT, CTB 488, CTB 568, MRI-4wks)",,,1.33,120.0,93.03,9.3,Ja,C57BL/6J,MOp/MOs (small),Stroke,SP_T1_1_2,14.0,0.0842393027059435,0.3582333485628715,0.8380749178780463,1.678005820864652,0.0,-0.075128818407015,1.0,3.0,3.0,3.0,MRR,High ii,High co
946,SPsT1c1m2,7,20.0,30.0,23.36448598,"SP-T1.2.2 (WT-PT, CTB 488, CTB 568, MRI-4wks)",,,1.33,90.0,45.72,4.57,Ja,C57BL/6J,MOp/MOs (small),Stroke,SP_T1_1_2,7.0,0.9200593208466598,1.9763972601445523,0.8380749178780463,2.4960004641054514,0.0,-0.075128818407015,1.0,3.0,3.0,3.0,MRR,High ii,High co
947,SPsT1c1m2,3,15.0,33.33333333,19.71830986,"SP-T1.2.2 (WT-PT, CTB 488, CTB 568, MRI-4wks)",,,5.33,108.0,42.16,4.22,Ja,C57BL/6J,MOp/MOs (small),Stroke,SP_T1_1_2,3.0,1.1455980556105256,1.472717019349983,5.671548429916175,4.014444466107927,0.0,-0.075128818407015,1.0,3.0,3.0,3.0,MRR,High ii,High co
948,SPsT1c1m2,Baseline,20.0,0.0,2.352941176,"SP-T1.2.2 (WT-PT, CTB 488, CTB 568, MRI-4wks)",,,0.0,120.0,100,10.0,Ja,C57BL/6J,MOp/MOs (small),Stroke,SP_T1_1_2,0.0,-1.1097892940579803,-0.9261229687314472,-0.7690550248746314,0.3161675352610119,0.0,-0.075128818407015,1.0,3.0,3.0,3.0,MRR,High ii,High co
949,SPsT1c1m3,28,18.0,22.22222222,13.7254902,"SP-T1.2.2 (WT-PT, CTB 488, CTB 568, MRI-4wks)",,,1.0,120.0,110.89,13.89,Ja,C57BL/6J,MOp/MOs (small),Stroke,SP_T1_1_3,28.0,0.3938022723876901,0.6448730672078055,0.4393133531349006,1.7438195287258305,1.0,-0.0699497541252555,2.0,0.0,2.0,5.0,PRR,Medium ii,Low co
950,SPsT1c1m3,21,16.0,18.75,18.86792453,"SP-T1.2.2 (WT-PT, CTB 488, CTB 568, MRI-4wks)",,,1.33,120.0,80.73,10.11,Ja,C57BL/6J,MOp/MOs (small),Stroke,SP_T1_1_3,21.0,0.1588660902574197,1.355245379559152,0.8380749178780463,2.035218760380571,1.0,-0.0699497541252555,2.0,0.0,2.0,5.0,PRR,Medium ii,Low co
951,SPsT1c1m3,14,20.0,30.0,19.85815603,"SP-T1.2.2 (WT-PT, CTB 488, CTB 568, MRI-4wks)",,,1.0,120.0,69.84,8.75,Ja,C57BL/6J,MOp/MOs (small),Stroke,SP_T1_1_3,14.0,0.9200593208466598,1.4920352722981696,0.4393133531349006,2.2016259465756085,1.0,-0.0699497541252555,2.0,0.0,2.0,5.0,PRR,Medium ii,Low co
952,SPsT1c1m3,7,20.0,35.0,20.45454545,"SP-T1.2.2 (WT-PT, CTB 488, CTB 568, MRI-4wks)",,,2.67,120.0,69.84,8.75,Ja,C57BL/6J,MOp/MOs (small),Stroke,SP_T1_1_3,7.0,1.2583674233307665,1.5744200932137689,2.4572885444108192,3.014515318134149,1.0,-0.0699497541252555,2.0,0.0,2.0,5.0,PRR,Medium ii,Low co
953,SPsT1c1m3,3,15.0,26.66666667,14.01869159,"SP-T1.2.2 (WT-PT, CTB 488, CTB 568, MRI-4wks)",,,,95.0,25.06,3.14,Ja,C57BL/6J,MOp/MOs (small),Stroke,SP_T1_1_3,3.0,0.6945205860827941,0.6853757039033973,,1.941104776142128,1.0,-0.0699497541252555,2.0,0.0,2.0,5.0,PRR,Medium ii,Low co
954,SPsT1c1m3,Baseline,20.0,5.0,2.43902439,"SP-T1.2.2 (WT-PT, CTB 488, CTB 568, MRI-4wks)",,,0.0,120.0,100,12.53,Ja,C57BL/6J,MOp/MOs (small),Stroke,SP_T1_1_3,0.0,-0.7714811915738736,-0.9142314932434528,-0.7690550248746314,0.4329007279183789,1.0,-0.0699497541252555,2.0,0.0,2.0,5.0,PRR,Medium ii,Low co
955,SPsT1c2m1,28,7.0,14.28571429,12.82051282,"SP-T1.2.2 (WT-PT, CTB 488, CTB 568, MRI-4wks)",,,,120.0,39.44,6.76,Ja,C57BL/6J,MOp/MOs (small),Stroke,SP_T1_2_1,28.0,-0.1431947152419828,0.5198601194865532,,1.4394893332713168,0.0,-0.073202077065854,1.0,1.0,1.0,1.0,PRR,High ii,Medium co
956,SPsT1c2m1,21,20.0,20.0,15.50387597,"SP-T1.2.2 (WT-PT, CTB 488, CTB 568, MRI-4wks)",,,1.0,110.0,31.78,5.45,Ja,C57BL/6J,MOp/MOs (small),Stroke,SP_T1_2_1,21.0,0.2434431158784464,0.8905380442630652,0.4393133531349006,1.7755881355745022,0.0,-0.073202077065854,1.0,1.0,1.0,1.0,PRR,High ii,Medium co
957,SPsT1c2m1,14,20.0,35.0,13.63636364,"SP-T1.2.2 (WT-PT, CTB 488, CTB 568, MRI-4wks)",,,,120.0,46.67,8.0,Ja,C57BL/6J,MOp/MOs (small),Stroke,SP_T1_2_1,14.0,1.2583674233307665,0.6325611860137641,,2.196620935821297,0.0,-0.073202077065854,1.0,1.0,1.0,1.0,PRR,High ii,Medium co
958,SPsT1c2m1,7,20.0,30.0,18.25396825,"SP-T1.2.2 (WT-PT, CTB 488, CTB 568, MRI-4wks)",,,2.67,120.0,69.8,11.97,Ja,C57BL/6J,MOp/MOs (small),Stroke,SP_T1_2_1,7.0,0.9200593208466598,1.2704338847848025,2.4572885444108192,2.8004172144964583,0.0,-0.073202077065854,1.0,1.0,1.0,1.0,PRR,High ii,Medium co
959,SPsT1c2m1,3,8.0,50.0,15.78947368,"SP-T1.2.2 (WT-PT, CTB 488, CTB 568, MRI-4wks)",,zeitig länger hinter der Säule verschwunden,,120.0,30.14,5.17,Ja,C57BL/6J,MOp/MOs (small),Stroke,SP_T1_2_1,3.0,2.2732917307830864,0.9299903138761902,,2.85279765347867,0.0,-0.073202077065854,1.0,1.0,1.0,1.0,PRR,High ii,Medium co
960,SPsT1c2m1,Baseline,20.0,0.0,1.785714286,"SP-T1.2.2 (WT-PT, CTB 488, CTB 568, MRI-4wks)",,,0.0,120.0,100,17.14,Ja,C57BL/6J,MOp/MOs (small),Stroke,SP_T1_2_1,0.0,-1.1097892940579803,-1.004479297975454,-0.7690550248746314,0.290048758846343,0.0,-0.073202077065854,1.0,1.0,1.0,1.0,PRR,High ii,Medium co
961,SPsT1c2m2,28,10.0,0.0,3.225806452,"SP-T1.2.4 (WT-PT-Sham, CTB 488, CTB 568, MRI-4wks)",,,1.0,120.0,96.38,10.56,Ja,C57BL/6J,MOp/MOs Sham,Sham,SP_T1_2_2,28.0,-1.1097892940579803,-0.8055459647887802,0.4393133531349006,0.7591493292450784,S,,S,S,S,S,S,S,S
962,SPsT1c2m2,21,13.0,0.0,5.357142857,"SP-T1.2.4 (WT-PT-Sham, CTB 488, CTB 568, MRI-4wks)",,,0.0,120.0,93,10.19,Ja,C57BL/6J,MOp/MOs Sham,Sham,SP_T1_2_2,21.0,-1.1097892940579803,-0.5111246317664379,-0.7690550248746314,0.4545003142493483,S,,S,S,S,S,S,S,S
963,SPsT1c2m2,14,18.0,5.555555556,2.325581395,"SP-T1.2.4 (WT-PT-Sham, CTB 488, CTB 568, MRI-4wks)",,,0.0,120.0,89.23,9.77,Ja,C57BL/6J,MOp/MOs Sham,Sham,SP_T1_2_2,14.0,-0.733891402378901,-0.9299024299062866,-0.7690550248746314,0.4402070120957586,S,,S,S,S,S,S,S,S
964,SPsT1c2m2,7,15.0,6.666666667,5.504587156,"SP-T1.2.4 (WT-PT-Sham, CTB 488, CTB 568, MRI-4wks)",,,0.5,120.0,102.72,11.25,Ja,C57BL/6J,MOp/MOs Sham,Sham,SP_T1_2_2,7.0,-0.6587118240566174,-0.4907567785470749,-0.1648708358698653,0.813043484991179,S,,S,S,S,S,S,S,S
