StudyID,TimePointMerged,C_PawDragPercent,GW_FootFault,RB_HindlimbDrop,Group,fixed_type
PBsT3c25m3,0.0,10.0,2.5,0.0,Stroke,good
PBsT3c25m4,28.0,30.76923077,5.833333333,0.0,Stroke,good
PBsT3c25m4,3.0,33.33333333,10.83333333,1.25,Stroke,good
PBsT3c25m4,0.0,9.090909091,2.5,0.25,Stroke,good
PBsT3c12m2,28.0,33.33333333,19.16666667,0.0,Stroke,good
PBsT3c12m2,3.0,27.27272727,20.0,0.75,Stroke,good
PBsT3c12m2,0.0,0.0,4.166666667,0.0,Stroke,good
PBsT3c13m2,28.0,10.0,1.666666667,0.0,Stroke,good
PBsT3c13m2,3.0,0.0,5.833333333,0.0,Stroke,good
PBsT3c13m2,0.0,9.090909091,2.5,0.0,Stroke,good
PBsT3c13m3,28.0,5.0,2.5,0.0,Stroke,good
PBsT3c13m3,3.0,0.0,4.166666667,0.25,Stroke,good
PBsT3c13m3,0.0,0.0,3.333333333,0.0,Stroke,good
PBsT3c13m4,28.0,15.0,10.83333333,0.5,Stroke,poor
PBsT3c13m4,3.0,45.0,20.83333333,0.5,Stroke,poor
PBsT3c13m4,0.0,0.0,2.5,0.0,Stroke,poor
PBsT3c14m1,28.0,20.0,7.5,0.0,Stroke,poor
PBsT3c14m1,3.0,45.0,27.5,1.75,Stroke,poor
PBsT3c14m1,0.0,0.0,0.833333333,0.0,Stroke,poor
PBsT3c14m2,28.0,0.0,2.5,0.0,Stroke,good
PBsT3c14m2,3.0,17.64705882,5.833333333,0.25,Stroke,good
PBsT3c14m2,0.0,0.0,3.333333333,0.33,Stroke,good
GVsT3c16m2,28.0,27.27272727,4.545454545,0.0,Stroke,good
GVsT3c16m2,3.0,35.0,12.06896552,1.0,Stroke,good
GVsT3c16m2,0.0,5.0,2.027027027,0.0,Stroke,good
GVsT3c16m3,28.0,28.57142857,4.580152672,0.25,Stroke,poor
GVsT3c16m3,3.0,40.0,9.565217391,3.33,Stroke,poor
GVsT3c16m3,0.0,0.0,1.492537313,0.0,Stroke,poor
GVsT3c17m3,28.0,28.57142857,8.0,0.0,Stroke,good
GVsT3c17m3,3.0,33.33333333,13.20754717,1.33,Stroke,good
GVsT3c17m3,0.0,8.333333333,2.105263158,0.0,Stroke,good
GVsT3c17m4,28.0,23.07692308,5.504587156,0.25,Stroke,poor
GVsT3c17m4,3.0,33.33333333,9.0,3.0,Stroke,poor
GVsT3c17m4,0.0,0.0,3.333333333,0.0,Stroke,poor
GVsT3c12m2,28.0,18.18181818,2.222222222,0.75,Stroke,good
GVsT3c12m2,3.0,31.57894737,10.67961165,0.67,Stroke,good
GVsT3c12m2,0.0,0.0,2.666666667,0.0,Stroke,good
GVsT3c12m3,28.0,16.66666667,3.521126761,0.0,Stroke,good
GVsT3c12m3,3.0,35.0,10.83333333,0.25,Stroke,good
GVsT3c12m3,0.0,6.666666667,0.666666667,0.0,Stroke,good
GVsT3c13m1,28.0,18.18181818,2.127659574,0.0,Stroke,good
GVsT3c13m1,3.0,35.0,8.0,0.0,Stroke,good
GVsT3c13m1,0.0,0.0,1.333333333,0.0,Stroke,good
GVsT3c13m3,28.0,15.38461538,3.333333333,0.4,Stroke,good
GVsT3c13m3,3.0,30.0,10.66666667,0.0,Stroke,good
GVsT3c13m3,0.0,0.0,0.666666667,0.0,Stroke,good
GVsT3c13m4,28.0,16.66666667,4.430379747,0.0,Stroke,good
GVsT3c13m4,3.0,27.27272727,11.49425287,0.25,Stroke,good
GVsT3c13m4,0.0,11.76470588,3.305785124,0.0,Stroke,good
GVsT3c14m1,28.0,33.33333333,4.210526316,0.0,Stroke,poor
GVsT3c14m1,3.0,53.33333333,10.0,1.0,Stroke,poor
GVsT3c14m1,0.0,0.0,1.333333333,0.75,Stroke,poor
GVsT3c14m3,28.0,30.0,7.692307692,1.25,Stroke,poor
GVsT3c14m3,3.0,42.85714286,15.30612245,5.0,Stroke,poor
GVsT3c14m3,0.0,5.263157895,0.666666667,0.0,Stroke,poor
GVsT3c10m1,28.0,0.0,11.36363636,0.25,Stroke,good
GVsT3c10m1,3.0,16.66666667,15.15151515,0.2,Stroke,good
GVsT3c10m1,0.0,16.66666667,5.263157895,0.25,Stroke,good
GVsT3c8m2,28.0,0.0,7.142857143,0.0,Stroke,poor
GVsT3c8m2,3.0,44.44444444,15.78947368,1.8,Stroke,poor
GVsT3c8m2,0.0,0.0,4.87804878,0.5,Stroke,poor
GVsT3c9m1,28.0,9.090909091,8.910891089,0.67,Stroke,poor
GVsT3c9m1,3.0,62.5,15.38461538,2.25,Stroke,poor
GVsT3c9m1,0.0,,0.0,0.29,Stroke,poor
GVsT3c9m1,0.0,,0.0,,Stroke,poor
GVsT3c3m1,28.0,6.25,6.976744186,0.25,Stroke,poor
GVsT3c3m1,3.0,52.94117647,16.32653061,2.0,Stroke,poor
GVsT3c3m1,0.0,5.555555556,0.0,0.75,Stroke,poor
GVsT3c3m3,28.0,0.0,8.771929825,0.33,Stroke,poor
GVsT3c3m3,3.0,40.0,14.51612903,2.75,Stroke,poor
GVsT3c3m3,0.0,10.0,3.529411765,0.75,Stroke,poor
GVsT3c4m3,28.0,5.0,6.956521739,0.25,Stroke,poor
GVsT3c4m3,3.0,41.66666667,17.64705882,3.0,Stroke,poor
GVsT3c4m3,0.0,5.0,3.333333333,0.5,Stroke,poor
SPsV1c10m1,28.0,16.66666667,17.79661017,1.0,Stroke,good
SPsV1c10m1,3.0,35.71428571,20.0,0.0,Stroke,good
SPsV1c10m1,0.0,5.0,2.068965517,0.0,Stroke,good
SPsT1c22m1,28.0,5.263157895,5.0,0.33,Stroke,good
SPsT1c22m1,3.0,14.28571429,9.333333333,0.0,Stroke,good
SPsT1c22m1,0.0,6.25,2.673796791,0.0,Stroke,good
SPsT1c22m3,28.0,7.692307692,3.333333333,0.5,Stroke,good
SPsT1c22m3,3.0,15.0,8.666666667,0.0,Stroke,good
SPsT1c22m3,0.0,10.0,4.0,0.0,Stroke,good
SPsV1c8m2,28.0,20.0,17.80821918,0.0,Stroke,poor
SPsV1c8m2,3.0,30.76923077,21.33333333,1.75,Stroke,poor
SPsV1c8m2,0.0,5.263157895,,0.0,Stroke,poor
SPsV1c8m2,0.0,5.263157895,3.076923077,0.0,Stroke,poor
SPsT1c13m1,28.0,0.0,6.451612903,0.67,Stroke,good
SPsT1c13m1,3.0,13.33333333,7.777777778,1.67,Stroke,good
SPsT1c13m1,0.0,14.28571429,2.764976959,0.0,Stroke,good
SPsT1c11m2,28.0,15.0,7.142857143,0.33,Stroke,good
SPsT1c11m2,3.0,15.0,15.78947368,2.67,Stroke,good
SPsT1c11m2,0.0,10.0,,0.0,Stroke,good
SPsT1c11m2,0.0,10.0,2.173913043,0.0,Stroke,good
SPsT1c11m3,28.0,0.0,8.527131783,0.33,Stroke,good
SPsT1c11m3,3.0,16.0,21.15384615,1.0,Stroke,good
SPsT1c11m3,0.0,0.0,4.87804878,0.0,Stroke,good
SPsT1c7m1,28.0,22.22222222,15.83333333,0.75,Stroke,poor
SPsT1c7m1,3.0,11.11111111,24.7706422,3.67,Stroke,poor
SPsT1c7m1,0.0,0.0,1.212121212,,Stroke,poor
SPsT1c4m3,28.0,10.0,11.66666667,0.5,Stroke,poor
SPsT1c4m3,3.0,30.0,19.04761905,4.33,Stroke,poor
SPsT1c4m3,0.0,5.0,2.777777778,0.67,Stroke,poor
SPsV1c6m2,28.0,10.52631579,11.30434783,0.0,Stroke,good
SPsV1c6m2,3.0,27.27272727,16.66666667,1.0,Stroke,good
SPsV1c6m2,0.0,5.0,2.105263158,0.0,Stroke,good
SPsT1c1m2,28.0,5.0,12.93103448,0.33,Stroke,poor
SPsT1c1m2,3.0,33.33333333,19.71830986,5.33,Stroke,poor
SPsT1c1m2,0.0,0.0,2.352941176,0.0,Stroke,poor
SPsV1c5m1,28.0,20.0,11.88118812,0.0,Stroke,poor
SPsV1c5m1,3.0,33.33333333,24.17582418,1.5,Stroke,poor
SPsV1c5m1,0.0,9.090909091,1.62601626,0.0,Stroke,poor
SPsV1c5m2,28.0,18.18181818,10.11077158,0.33,Stroke,poor
SPsV1c5m2,3.0,50.0,25.625,2.5,Stroke,poor
SPsV1c5m2,0.0,8.333333333,2.816901408,0.67,Stroke,poor
SPsV1c2m1,28.0,21.42857143,10.29411765,0.0,Stroke,poor
SPsV1c2m1,3.0,41.66666667,27.27272727,3.5,Stroke,poor
SPsV1c2m1,0.0,10.0,2.142857143,1.0,Stroke,poor
SPsV1c2m3,28.0,16.66666667,19.73684211,0.67,Stroke,poor
SPsV1c2m3,3.0,30.0,23.58490566,2.33,Stroke,poor
SPsV1c2m3,0.0,5.0,2.43902439,1.0,Stroke,poor
SPsV1c2m2,28.0,21.42857143,15.51724138,0.5,Stroke,poor
SPsV1c2m2,3.0,53.84615385,26.66666667,2.67,Stroke,poor
SPsV1c2m2,0.0,5.0,2.0,0.5,Stroke,poor
